CourseCode,TeacherId,ReportedHours,AssignedHours,CompKey
I-160,19750122-0056,143.0,140.0,TEAS_I-160_19750122-0056
I-161,19570826-0012,281.0,280.0,TEAS_I-161_19570826-0012
I-161,19760524-0046,98.0,100.0,TEAS_I-161_19760524-0046
I-161,19900701-0138,155.0,140.0,TEAS_I-161_19900701-0138
I-162,19640414-0013,237.0,240.0,TEAS_I-162_19640414-0013
I-162,19750906-0032,121.0,140.0,TEAS_I-162_19750906-0032
I-163,19561222-0030,297.0,280.0,TEAS_I-163_19561222-0030
I-163,19781217-0053,102.0,100.0,TEAS_I-163_19781217-0053
I-164,19600814-0002,288.0,280.0,TEAS_I-164_19600814-0002
I-164,19750102-0059,110.0,100.0,TEAS_I-164_19750102-0059
I-165,19650303-0019,243.0,240.0,TEAS_I-165_19650303-0019
I-165,19750705-0033,134.0,120.0,TEAS_I-165_19750705-0033
I-165,19900317-0083,122.0,120.0,TEAS_I-165_19900317-0083
I-166,19610918-0027,235.0,240.0,TEAS_I-166_19610918-0027
I-166,19751018-0039,107.0,120.0,TEAS_I-166_19751018-0039
I-167,19580515-0017,246.0,260.0,TEAS_I-167_19580515-0017
I-167,19770713-0042,136.0,140.0,TEAS_I-167_19770713-0042
I-167,19920602-0073,115.0,100.0,TEAS_I-167_19920602-0073
I-168,19570828-0008,267.0,280.0,TEAS_I-168_19570828-0008
I-168,19750722-0060,131.0,120.0,TEAS_I-168_19750722-0060
I-169,19640414-0013,265.0,260.0,TEAS_I-169_19640414-0013
I-169,19771013-0040,120.0,100.0,TEAS_I-169_19771013-0040
I-170,19610918-0027,276.0,280.0,TEAS_I-170_19610918-0027
I-170,19780317-0052,128.0,120.0,TEAS_I-170_19780317-0052
I-170,19910206-0081,121.0,120.0,TEAS_I-170_19910206-0081
I-171,19690917-0022,280.0,280.0,TEAS_I-171_19690917-0022
I-171,19771013-0040,122.0,120.0,TEAS_I-171_19771013-0040
I-171,19900616-0124,159.0,140.0,TEAS_I-171_19900616-0124
I-172,19580218-0007,298.0,280.0,TEAS_I-172_19580218-0007
I-172,19780602-0035,116.0,120.0,TEAS_I-172_19780602-0035
I-172,19900430-0112,120.0,100.0,TEAS_I-172_19900430-0112
I-173,19680712-0028,276.0,280.0,TEAS_I-173_19680712-0028
I-173,19781125-0031,131.0,140.0,TEAS_I-173_19781125-0031
I-174,19620831-0024,261.0,260.0,TEAS_I-174_19620831-0024
I-174,19790426-0049,114.0,120.0,TEAS_I-174_19790426-0049
I-174,19921002-0129,106.0,120.0,TEAS_I-174_19921002-0129
I-175,19611219-0014,270.0,280.0,TEAS_I-175_19611219-0014
I-175,19750512-0043,86.0,100.0,TEAS_I-175_19750512-0043
I-175,19900723-0126,130.0,120.0,TEAS_I-175_19900723-0126
I-176,19580515-0017,267.0,260.0,TEAS_I-176_19580515-0017
I-176,19781217-0053,146.0,140.0,TEAS_I-176_19781217-0053
I-177,19660630-0020,271.0,260.0,TEAS_I-177_19660630-0020
I-177,19760108-0050,153.0,140.0,TEAS_I-177_19760108-0050
I-178,19570826-0012,264.0,280.0,TEAS_I-178_19570826-0012
I-178,19750705-0033,111.0,120.0,TEAS_I-178_19750705-0033
I-179,19630126-0001,276.0,260.0,TEAS_I-179_19630126-0001
I-179,19790618-0048,110.0,100.0,TEAS_I-179_19790618-0048
I-179,19921208-0097,145.0,140.0,TEAS_I-179_19921208-0097
I-180,19690513-0015,255.0,240.0,TEAS_I-180_19690513-0015
I-180,19750512-0043,128.0,120.0,TEAS_I-180_19750512-0043
I-180,19920226-0075,118.0,100.0,TEAS_I-180_19920226-0075
I-181,19580515-0017,261.0,280.0,TEAS_I-181_19580515-0017
I-181,19750122-0056,86.0,100.0,TEAS_I-181_19750122-0056
I-181,19920505-0115,122.0,120.0,TEAS_I-181_19920505-0115
I-182,19640220-0029,244.0,240.0,TEAS_I-182_19640220-0029
I-182,19761009-0055,91.0,100.0,TEAS_I-182_19761009-0055
I-182,19921002-0129,84.0,100.0,TEAS_I-182_19921002-0129
I-183,19570615-0011,227.0,240.0,TEAS_I-183_19570615-0011
I-183,19780424-0057,107.0,100.0,TEAS_I-183_19780424-0057
I-184,19660630-0020,280.0,280.0,TEAS_I-184_19660630-0020
I-184,19790708-0041,124.0,120.0,TEAS_I-184_19790708-0041
I-184,19910101-0133,101.0,100.0,TEAS_I-184_19910101-0133
I-185,19690513-0015,240.0,240.0,TEAS_I-185_19690513-0015
I-185,19750417-0051,155.0,140.0,TEAS_I-185_19750417-0051
I-186,19610918-0027,268.0,280.0,TEAS_I-186_19610918-0027
I-186,19781125-0031,106.0,100.0,TEAS_I-186_19781125-0031
I-187,19560705-0025,273.0,280.0,TEAS_I-187_19560705-0025
I-187,19750220-0037,89.0,100.0,TEAS_I-187_19750220-0037
I-187,19931118-0062,115.0,120.0,TEAS_I-187_19931118-0062
I-188,19690917-0022,257.0,240.0,TEAS_I-188_19690917-0022
I-188,19780602-0035,106.0,120.0,TEAS_I-188_19780602-0035
I-188,19900619-0076,104.0,100.0,TEAS_I-188_19900619-0076
I-189,19600905-0003,237.0,240.0,TEAS_I-189_19600905-0003
I-189,19750122-0056,150.0,140.0,TEAS_I-189_19750122-0056
I-189,19910327-0096,135.0,140.0,TEAS_I-189_19910327-0096
I-190,19610623-0005,278.0,280.0,TEAS_I-190_19610623-0005
I-190,19760524-0046,159.0,140.0,TEAS_I-190_19760524-0046
I-190,19900902-0114,155.0,140.0,TEAS_I-190_19900902-0114
I-191,19690917-0022,250.0,240.0,TEAS_I-191_19690917-0022
I-191,19780317-0052,132.0,120.0,TEAS_I-191_19780317-0052
I-192,19560705-0025,254.0,260.0,TEAS_I-192_19560705-0025
I-192,19750122-0056,124.0,120.0,TEAS_I-192_19750122-0056
I-192,19920206-0072,106.0,120.0,TEAS_I-192_19920206-0072
I-193,19600905-0003,290.0,280.0,TEAS_I-193_19600905-0003
I-193,19761020-0044,84.0,100.0,TEAS_I-193_19761020-0044
I-194,19601021-0018,272.0,280.0,TEAS_I-194_19601021-0018
I-194,19790426-0049,97.0,100.0,TEAS_I-194_19790426-0049
I-194,19900128-0095,107.0,100.0,TEAS_I-194_19900128-0095
I-195,19620424-0026,273.0,280.0,TEAS_I-195_19620424-0026
I-195,19790717-0045,123.0,120.0,TEAS_I-195_19790717-0045
I-196,19580218-0007,289.0,280.0,TEAS_I-196_19580218-0007
I-196,19780815-0047,118.0,120.0,TEAS_I-196_19780815-0047
I-196,19930829-0082,100.0,120.0,TEAS_I-196_19930829-0082
I-197,19590129-0004,265.0,280.0,TEAS_I-197_19590129-0004
I-197,19750331-0036,86.0,100.0,TEAS_I-197_19750331-0036
I-198,19610623-0005,275.0,260.0,TEAS_I-198_19610623-0005
I-198,19750220-0037,98.0,100.0,TEAS_I-198_19750220-0037
I-198,19930829-0082,126.0,140.0,TEAS_I-198_19930829-0082
I-199,19560612-0010,300.0,280.0,TEAS_I-199_19560612-0010
I-199,19790702-0038,123.0,120.0,TEAS_I-199_19790702-0038
I-200,19630126-0001,259.0,240.0,TEAS_I-200_19630126-0001
I-200,19781125-0031,107.0,120.0,TEAS_I-200_19781125-0031
I-200,19901029-0071,157.0,140.0,TEAS_I-200_19901029-0071
I-201,19690513-0015,273.0,260.0,TEAS_I-201_19690513-0015
I-201,19790717-0045,139.0,120.0,TEAS_I-201_19790717-0045
I-201,19930221-0139,109.0,120.0,TEAS_I-201_19930221-0139
I-202,19690513-0015,274.0,280.0,TEAS_I-202_19690513-0015
I-202,19790717-0045,129.0,120.0,TEAS_I-202_19790717-0045
I-203,19611219-0014,243.0,240.0,TEAS_I-203_19611219-0014
I-203,19780815-0047,104.0,120.0,TEAS_I-203_19780815-0047
I-204,19610620-0006,248.0,240.0,TEAS_I-204_19610620-0006
I-204,19790426-0049,127.0,140.0,TEAS_I-204_19790426-0049
I-205,19600814-0002,281.0,280.0,TEAS_I-205_19600814-0002
I-205,19750220-0037,128.0,120.0,TEAS_I-205_19750220-0037
I-206,19580515-0017,282.0,280.0,TEAS_I-206_19580515-0017
I-206,19780602-0035,133.0,140.0,TEAS_I-206_19780602-0035
I-206,19900321-0080,119.0,120.0,TEAS_I-206_19900321-0080
I-207,19590129-0004,230.0,240.0,TEAS_I-207_19590129-0004
I-207,19771013-0040,156.0,140.0,TEAS_I-207_19771013-0040
I-208,19680712-0028,239.0,240.0,TEAS_I-208_19680712-0028
I-208,19750722-0060,81.0,100.0,TEAS_I-208_19750722-0060
I-209,19590129-0004,261.0,280.0,TEAS_I-209_19590129-0004
I-209,19750512-0043,130.0,140.0,TEAS_I-209_19750512-0043
I-210,19570615-0011,265.0,280.0,TEAS_I-210_19570615-0011
I-210,19770224-0058,119.0,120.0,TEAS_I-210_19770224-0058
I-210,19930906-0110,107.0,120.0,TEAS_I-210_19930906-0110
I-211,19690513-0015,240.0,260.0,TEAS_I-211_19690513-0015
I-211,19780317-0052,105.0,100.0,TEAS_I-211_19780317-0052
I-211,19900616-0124,105.0,120.0,TEAS_I-211_19900616-0124
I-212,19630126-0001,246.0,240.0,TEAS_I-212_19630126-0001
I-212,19761020-0044,105.0,100.0,TEAS_I-212_19761020-0044
I-213,19570828-0008,220.0,240.0,TEAS_I-213_19570828-0008
I-213,19780317-0052,101.0,100.0,TEAS_I-213_19780317-0052
I-214,19580515-0017,290.0,280.0,TEAS_I-214_19580515-0017
I-214,19790708-0041,129.0,140.0,TEAS_I-214_19790708-0041
I-214,19930326-0132,115.0,100.0,TEAS_I-214_19930326-0132
I-215,19630126-0001,293.0,280.0,TEAS_I-215_19630126-0001
I-215,19780317-0052,148.0,140.0,TEAS_I-215_19780317-0052
I-215,19911116-0069,101.0,100.0,TEAS_I-215_19911116-0069
I-216,19610623-0005,264.0,280.0,TEAS_I-216_19610623-0005
I-216,19750331-0036,101.0,100.0,TEAS_I-216_19750331-0036
I-216,19920226-0075,140.0,140.0,TEAS_I-216_19920226-0075
I-217,19580218-0007,261.0,280.0,TEAS_I-217_19580218-0007
I-217,19781130-0054,84.0,100.0,TEAS_I-217_19781130-0054
I-218,19650303-0019,270.0,260.0,TEAS_I-218_19650303-0019
I-218,19790426-0049,120.0,140.0,TEAS_I-218_19790426-0049
I-218,19900616-0124,85.0,100.0,TEAS_I-218_19900616-0124
I-219,19561222-0030,243.0,240.0,TEAS_I-219_19561222-0030
I-219,19750512-0043,108.0,100.0,TEAS_I-219_19750512-0043
I-220,19610918-0027,278.0,260.0,TEAS_I-220_19610918-0027
I-220,19751018-0039,122.0,120.0,TEAS_I-220_19751018-0039
I-220,19920122-0065,104.0,100.0,TEAS_I-220_19920122-0065
I-221,19610620-0006,290.0,280.0,TEAS_I-221_19610620-0006
I-221,19750722-0060,125.0,140.0,TEAS_I-221_19750722-0060
I-222,19580515-0017,250.0,260.0,TEAS_I-222_19580515-0017
I-222,19750705-0033,102.0,120.0,TEAS_I-222_19750705-0033
I-223,19640220-0029,266.0,280.0,TEAS_I-223_19640220-0029
I-223,19790426-0049,109.0,120.0,TEAS_I-223_19790426-0049
I-224,19690408-0009,253.0,260.0,TEAS_I-224_19690408-0009
I-224,19790426-0049,136.0,140.0,TEAS_I-224_19790426-0049
I-225,19690408-0009,246.0,260.0,TEAS_I-225_19690408-0009
I-225,19790702-0038,120.0,120.0,TEAS_I-225_19790702-0038
I-225,19900128-0095,126.0,140.0,TEAS_I-225_19900128-0095
I-226,19580515-0017,264.0,280.0,TEAS_I-226_19580515-0017
I-226,19750512-0043,141.0,140.0,TEAS_I-226_19750512-0043
I-227,19560812-0016,245.0,240.0,TEAS_I-227_19560812-0016
I-227,19771013-0040,119.0,100.0,TEAS_I-227_19771013-0040
I-228,19560812-0016,278.0,280.0,TEAS_I-228_19560812-0016
I-228,19790708-0041,84.0,100.0,TEAS_I-228_19790708-0041
I-228,19900511-0134,85.0,100.0,TEAS_I-228_19900511-0134
I-229,19611219-0014,285.0,280.0,TEAS_I-229_19611219-0014
I-229,19781217-0053,100.0,120.0,TEAS_I-229_19781217-0053
I-229,19921218-0101,95.0,100.0,TEAS_I-229_19921218-0101
I-230,19660630-0020,271.0,280.0,TEAS_I-230_19660630-0020
I-230,19790702-0038,110.0,120.0,TEAS_I-230_19790702-0038
I-231,19600814-0002,289.0,280.0,TEAS_I-231_19600814-0002
I-231,19770224-0058,98.0,100.0,TEAS_I-231_19770224-0058
I-232,19611219-0014,268.0,280.0,TEAS_I-232_19611219-0014
I-232,19760108-0050,116.0,120.0,TEAS_I-232_19760108-0050
I-233,19620831-0024,263.0,260.0,TEAS_I-233_19620831-0024
I-233,19760524-0046,115.0,100.0,TEAS_I-233_19760524-0046
I-234,19560705-0025,230.0,240.0,TEAS_I-234_19560705-0025
I-234,19750705-0033,126.0,140.0,TEAS_I-234_19750705-0033
I-235,19570826-0012,259.0,240.0,TEAS_I-235_19570826-0012
I-235,19790708-0041,151.0,140.0,TEAS_I-235_19790708-0041
I-236,19600529-0021,224.0,240.0,TEAS_I-236_19600529-0021
I-236,19780424-0057,141.0,140.0,TEAS_I-236_19780424-0057
I-237,19660630-0020,241.0,240.0,TEAS_I-237_19660630-0020
I-237,19750512-0043,118.0,100.0,TEAS_I-237_19750512-0043
I-238,19611219-0014,223.0,240.0,TEAS_I-238_19611219-0014
I-238,19750417-0051,135.0,140.0,TEAS_I-238_19750417-0051
I-238,19910122-0077,105.0,120.0,TEAS_I-238_19910122-0077
I-239,19600529-0021,275.0,280.0,TEAS_I-239_19600529-0021
I-239,19781130-0054,138.0,120.0,TEAS_I-239_19781130-0054
I-240,19600814-0002,284.0,280.0,TEAS_I-240_19600814-0002
I-240,19770224-0058,135.0,120.0,TEAS_I-240_19770224-0058
I-240,19900801-0130,96.0,100.0,TEAS_I-240_19900801-0130
I-241,19690917-0022,287.0,280.0,TEAS_I-241_19690917-0022
I-241,19760524-0046,131.0,120.0,TEAS_I-241_19760524-0046
I-242,19600905-0003,255.0,240.0,TEAS_I-242_19600905-0003
I-242,19780602-0035,119.0,120.0,TEAS_I-242_19780602-0035
I-243,19560705-0025,261.0,260.0,TEAS_I-243_19560705-0025
I-243,19780815-0047,122.0,120.0,TEAS_I-243_19780815-0047
I-244,19690917-0022,263.0,260.0,TEAS_I-244_19690917-0022
I-244,19790708-0041,100.0,120.0,TEAS_I-244_19790708-0041
I-244,19921201-0094,107.0,100.0,TEAS_I-244_19921201-0094
I-245,19580218-0007,288.0,280.0,TEAS_I-245_19580218-0007
I-245,19781125-0031,137.0,140.0,TEAS_I-245_19781125-0031
I-245,19900317-0083,98.0,100.0,TEAS_I-245_19900317-0083
I-246,19690917-0022,243.0,260.0,TEAS_I-246_19690917-0022
I-246,19750220-0037,122.0,140.0,TEAS_I-246_19750220-0037
I-247,19620831-0024,295.0,280.0,TEAS_I-247_19620831-0024
I-247,19790708-0041,155.0,140.0,TEAS_I-247_19790708-0041
I-248,19620831-0024,242.0,240.0,TEAS_I-248_19620831-0024
I-248,19761009-0055,97.0,100.0,TEAS_I-248_19761009-0055
I-248,19931118-0062,132.0,140.0,TEAS_I-248_19931118-0062
I-249,19690408-0009,254.0,240.0,TEAS_I-249_19690408-0009
I-249,19750102-0059,110.0,120.0,TEAS_I-249_19750102-0059
I-249,19900902-0114,108.0,120.0,TEAS_I-249_19900902-0114
I-250,19620522-0023,223.0,240.0,TEAS_I-250_19620522-0023
I-250,19750122-0056,118.0,100.0,TEAS_I-250_19750122-0056
I-251,19560705-0025,221.0,240.0,TEAS_I-251_19560705-0025
I-251,19760108-0050,137.0,120.0,TEAS_I-251_19760108-0050
I-251,19921127-0120,151.0,140.0,TEAS_I-251_19921127-0120
I-252,19610623-0005,256.0,260.0,TEAS_I-252_19610623-0005
I-252,19771013-0040,109.0,100.0,TEAS_I-252_19771013-0040
I-252,19920828-0070,124.0,120.0,TEAS_I-252_19920828-0070
I-253,19611219-0014,286.0,280.0,TEAS_I-253_19611219-0014
I-253,19750102-0059,93.0,100.0,TEAS_I-253_19750102-0059
I-254,19580515-0017,273.0,260.0,TEAS_I-254_19580515-0017
I-254,19780602-0035,141.0,140.0,TEAS_I-254_19780602-0035
I-255,19630126-0001,249.0,240.0,TEAS_I-255_19630126-0001
I-255,19780815-0047,93.0,100.0,TEAS_I-255_19780815-0047
I-256,19560705-0025,236.0,240.0,TEAS_I-256_19560705-0025
I-256,19790618-0048,137.0,120.0,TEAS_I-256_19790618-0048
I-257,19610918-0027,240.0,260.0,TEAS_I-257_19610918-0027
I-257,19750417-0051,134.0,120.0,TEAS_I-257_19750417-0051
I-257,19920828-0070,115.0,120.0,TEAS_I-257_19920828-0070
I-258,19690917-0022,260.0,240.0,TEAS_I-258_19690917-0022
I-258,19780317-0052,120.0,140.0,TEAS_I-258_19780317-0052
I-258,19920602-0073,91.0,100.0,TEAS_I-258_19920602-0073
I-259,19640414-0013,291.0,280.0,TEAS_I-259_19640414-0013
I-259,19781217-0053,111.0,100.0,TEAS_I-259_19781217-0053
I-260,19630126-0001,262.0,280.0,TEAS_I-260_19630126-0001
I-260,19790618-0048,127.0,140.0,TEAS_I-260_19790618-0048
I-260,19920320-0121,157.0,140.0,TEAS_I-260_19920320-0121
I-261,19610918-0027,246.0,260.0,TEAS_I-261_19610918-0027
I-261,19761009-0055,133.0,120.0,TEAS_I-261_19761009-0055
I-261,19930512-0117,136.0,140.0,TEAS_I-261_19930512-0117
I-262,19620522-0023,284.0,280.0,TEAS_I-262_19620522-0023
I-262,19750705-0033,128.0,120.0,TEAS_I-262_19750705-0033
I-263,19560705-0025,232.0,240.0,TEAS_I-263_19560705-0025
I-263,19790708-0041,127.0,120.0,TEAS_I-263_19790708-0041
I-264,19580218-0007,266.0,260.0,TEAS_I-264_19580218-0007
I-264,19761020-0044,110.0,120.0,TEAS_I-264_19761020-0044
I-265,19560705-0025,240.0,260.0,TEAS_I-265_19560705-0025
I-265,19790708-0041,97.0,100.0,TEAS_I-265_19790708-0041
I-266,19660630-0020,232.0,240.0,TEAS_I-266_19660630-0020
I-266,19761009-0055,157.0,140.0,TEAS_I-266_19761009-0055
I-266,19921002-0129,160.0,140.0,TEAS_I-266_19921002-0129
I-267,19600529-0021,267.0,280.0,TEAS_I-267_19600529-0021
I-267,19750331-0036,138.0,120.0,TEAS_I-267_19750331-0036
I-268,19690408-0009,253.0,240.0,TEAS_I-268_19690408-0009
I-268,19750331-0036,110.0,120.0,TEAS_I-268_19750331-0036
I-268,19920504-0093,122.0,140.0,TEAS_I-268_19920504-0093
I-269,19690513-0015,259.0,240.0,TEAS_I-269_19690513-0015
I-269,19761009-0055,159.0,140.0,TEAS_I-269_19761009-0055
I-269,19901108-0087,104.0,100.0,TEAS_I-269_19901108-0087
I-270,19600529-0021,220.0,240.0,TEAS_I-270_19600529-0021
I-270,19771013-0040,140.0,120.0,TEAS_I-270_19771013-0040
I-271,19690408-0009,224.0,240.0,TEAS_I-271_19690408-0009
I-271,19750417-0051,125.0,120.0,TEAS_I-271_19750417-0051
I-272,19580515-0017,240.0,240.0,TEAS_I-272_19580515-0017
I-272,19770713-0042,136.0,140.0,TEAS_I-272_19770713-0042
I-273,19620522-0023,257.0,240.0,TEAS_I-273_19620522-0023
I-273,19751018-0039,132.0,140.0,TEAS_I-273_19751018-0039
I-273,19900426-0089,138.0,140.0,TEAS_I-273_19900426-0089
I-274,19570828-0008,251.0,260.0,TEAS_I-274_19570828-0008
I-274,19750417-0051,137.0,140.0,TEAS_I-274_19750417-0051
I-275,19620831-0024,223.0,240.0,TEAS_I-275_19620831-0024
I-275,19790708-0041,113.0,120.0,TEAS_I-275_19790708-0041
I-275,19911025-0091,104.0,120.0,TEAS_I-275_19911025-0091
I-276,19570826-0012,264.0,280.0,TEAS_I-276_19570826-0012
I-276,19761020-0044,107.0,100.0,TEAS_I-276_19761020-0044
I-276,19901029-0071,133.0,120.0,TEAS_I-276_19901029-0071
I-277,19560705-0025,232.0,240.0,TEAS_I-277_19560705-0025
I-277,19761020-0044,87.0,100.0,TEAS_I-277_19761020-0044
I-277,19920505-0115,83.0,100.0,TEAS_I-277_19920505-0115
I-278,19620831-0024,221.0,240.0,TEAS_I-278_19620831-0024
I-278,19751018-0039,139.0,140.0,TEAS_I-278_19751018-0039
I-278,19920316-0107,125.0,140.0,TEAS_I-278_19920316-0107
I-279,19660630-0020,260.0,260.0,TEAS_I-279_19660630-0020
I-279,19780815-0047,140.0,140.0,TEAS_I-279_19780815-0047
I-279,19900520-0063,138.0,120.0,TEAS_I-279_19900520-0063
I-280,19560812-0016,258.0,260.0,TEAS_I-280_19560812-0016
I-280,19751018-0039,102.0,120.0,TEAS_I-280_19751018-0039
I-281,19610918-0027,270.0,280.0,TEAS_I-281_19610918-0027
I-281,19780424-0057,81.0,100.0,TEAS_I-281_19780424-0057
I-282,19680712-0028,260.0,240.0,TEAS_I-282_19680712-0028
I-282,19780602-0035,100.0,120.0,TEAS_I-282_19780602-0035
I-282,19921201-0094,120.0,120.0,TEAS_I-282_19921201-0094
I-283,19630126-0001,271.0,260.0,TEAS_I-283_19630126-0001
I-283,19750512-0043,134.0,120.0,TEAS_I-283_19750512-0043
I-284,19610620-0006,260.0,260.0,TEAS_I-284_19610620-0006
I-284,19750906-0032,131.0,120.0,TEAS_I-284_19750906-0032
I-284,19920917-0109,126.0,140.0,TEAS_I-284_19920917-0109
I-285,19590129-0004,261.0,280.0,TEAS_I-285_19590129-0004
I-285,19771013-0040,130.0,140.0,TEAS_I-285_19771013-0040
I-285,19931231-0099,96.0,100.0,TEAS_I-285_19931231-0099
I-286,19640220-0029,248.0,240.0,TEAS_I-286_19640220-0029
I-286,19780424-0057,84.0,100.0,TEAS_I-286_19780424-0057
I-286,19930829-0082,157.0,140.0,TEAS_I-286_19930829-0082
I-287,19570826-0012,242.0,240.0,TEAS_I-287_19570826-0012
I-287,19750122-0056,130.0,120.0,TEAS_I-287_19750122-0056
I-287,19900307-0105,120.0,100.0,TEAS_I-287_19900307-0105
I-288,19630126-0001,229.0,240.0,TEAS_I-288_19630126-0001
I-288,19780815-0047,110.0,100.0,TEAS_I-288_19780815-0047
I-288,19900511-0134,154.0,140.0,TEAS_I-288_19900511-0134
I-289,19611219-0014,247.0,260.0,TEAS_I-289_19611219-0014
I-289,19790717-0045,87.0,100.0,TEAS_I-289_19790717-0045
I-290,19620831-0024,269.0,260.0,TEAS_I-290_19620831-0024
I-290,19761024-0034,152.0,140.0,TEAS_I-290_19761024-0034
I-291,19590129-0004,270.0,280.0,TEAS_I-291_19590129-0004
I-291,19761009-0055,105.0,120.0,TEAS_I-291_19761009-0055
I-292,19600529-0021,268.0,280.0,TEAS_I-292_19600529-0021
I-292,19750722-0060,113.0,120.0,TEAS_I-292_19750722-0060
I-293,19570615-0011,271.0,280.0,TEAS_I-293_19570615-0011
I-293,19790717-0045,104.0,120.0,TEAS_I-293_19790717-0045
I-293,19900701-0138,153.0,140.0,TEAS_I-293_19900701-0138
I-294,19690513-0015,247.0,260.0,TEAS_I-294_19690513-0015
I-294,19790717-0045,138.0,120.0,TEAS_I-294_19790717-0045
I-294,19900723-0126,113.0,120.0,TEAS_I-294_19900723-0126
I-295,19560705-0025,254.0,260.0,TEAS_I-295_19560705-0025
I-295,19760108-0050,132.0,120.0,TEAS_I-295_19760108-0050
I-295,19931212-0079,151.0,140.0,TEAS_I-295_19931212-0079
I-296,19680712-0028,262.0,280.0,TEAS_I-296_19680712-0028
I-296,19780815-0047,152.0,140.0,TEAS_I-296_19780815-0047
I-297,19620522-0023,275.0,280.0,TEAS_I-297_19620522-0023
I-297,19750705-0033,139.0,140.0,TEAS_I-297_19750705-0033
I-297,19910327-0096,109.0,120.0,TEAS_I-297_19910327-0096
I-298,19680712-0028,260.0,260.0,TEAS_I-298_19680712-0028
I-298,19750906-0032,117.0,120.0,TEAS_I-298_19750906-0032
I-299,19580515-0017,245.0,260.0,TEAS_I-299_19580515-0017
I-299,19771013-0040,107.0,100.0,TEAS_I-299_19771013-0040
I-299,19930228-0086,106.0,100.0,TEAS_I-299_19930228-0086
I-300,19570615-0011,266.0,260.0,TEAS_I-300_19570615-0011
I-300,19781217-0053,118.0,100.0,TEAS_I-300_19781217-0053
I-301,19601021-0018,241.0,260.0,TEAS_I-301_19601021-0018
I-301,19781125-0031,135.0,120.0,TEAS_I-301_19781125-0031
I-301,19931231-0099,124.0,140.0,TEAS_I-301_19931231-0099
I-302,19600529-0021,251.0,240.0,TEAS_I-302_19600529-0021
I-302,19781125-0031,141.0,140.0,TEAS_I-302_19781125-0031
I-302,19910206-0081,88.0,100.0,TEAS_I-302_19910206-0081
I-303,19640220-0029,270.0,280.0,TEAS_I-303_19640220-0029
I-303,19750122-0056,104.0,120.0,TEAS_I-303_19750122-0056
I-304,19680712-0028,255.0,260.0,TEAS_I-304_19680712-0028
I-304,19760108-0050,133.0,140.0,TEAS_I-304_19760108-0050
I-304,19900801-0130,124.0,140.0,TEAS_I-304_19900801-0130
I-305,19620831-0024,261.0,260.0,TEAS_I-305_19620831-0024
I-305,19750722-0060,89.0,100.0,TEAS_I-305_19750722-0060
I-305,19910404-0102,100.0,120.0,TEAS_I-305_19910404-0102
I-306,19650303-0019,292.0,280.0,TEAS_I-306_19650303-0019
I-306,19790708-0041,118.0,100.0,TEAS_I-306_19790708-0041
I-307,19570615-0011,259.0,260.0,TEAS_I-307_19570615-0011
I-307,19790717-0045,147.0,140.0,TEAS_I-307_19790717-0045
I-307,19910822-0122,99.0,100.0,TEAS_I-307_19910822-0122
I-308,19560705-0025,233.0,240.0,TEAS_I-308_19560705-0025
I-308,19790618-0048,84.0,100.0,TEAS_I-308_19790618-0048
I-308,19900616-0124,85.0,100.0,TEAS_I-308_19900616-0124
I-309,19620831-0024,259.0,260.0,TEAS_I-309_19620831-0024
I-309,19790708-0041,119.0,120.0,TEAS_I-309_19790708-0041
I-309,19900317-0083,83.0,100.0,TEAS_I-309_19900317-0083
I-310,19600814-0002,240.0,240.0,TEAS_I-310_19600814-0002
I-310,19790708-0041,94.0,100.0,TEAS_I-310_19790708-0041
I-311,19610918-0027,226.0,240.0,TEAS_I-311_19610918-0027
I-311,19770713-0042,125.0,140.0,TEAS_I-311_19770713-0042
I-311,19930221-0139,105.0,100.0,TEAS_I-311_19930221-0139
I-312,19590129-0004,251.0,240.0,TEAS_I-312_19590129-0004
I-312,19790708-0041,156.0,140.0,TEAS_I-312_19790708-0041
I-313,19560705-0025,252.0,240.0,TEAS_I-313_19560705-0025
I-313,19780815-0047,160.0,140.0,TEAS_I-313_19780815-0047
I-314,19680712-0028,255.0,240.0,TEAS_I-314_19680712-0028
I-314,19790717-0045,140.0,140.0,TEAS_I-314_19790717-0045
I-315,19600814-0002,260.0,240.0,TEAS_I-315_19600814-0002
I-315,19750331-0036,156.0,140.0,TEAS_I-315_19750331-0036
I-315,19900701-0138,143.0,140.0,TEAS_I-315_19900701-0138
I-316,19690513-0015,268.0,260.0,TEAS_I-316_19690513-0015
I-316,19781125-0031,109.0,120.0,TEAS_I-316_19781125-0031
